GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY,31,180 TROY AVENUE,01,031.01,BUILDING,DEV031,MAXIMO,Non-CCC,67969435,68006625,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-19,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? compactor  1191 park ooo,0.056088,031,01,,
Bronx,Bronx,BETHEA,Bronx River,32,BRONX RIVER,32,1595 EAST 174TH STREET,08,032.08,BUILDING,ESD,MAXIMO,Non-CCC,72534116,72534116,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-02-14,2020-02-14,,,2020-02-14,2020-02-14,CLOSE,2020-02-14,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,PO. DOMINGUEZ #7384 PSA#8 COMPACTOR SEARCH,0.03022,032,08,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1259 LORING AVENUE,10,089.10,BUILDING,TSDWASTE,MAXIMO,Non-CCC,68341018,68341018,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-20,2019-08-20,,,2019-08-26,2019-08-26,CLOSE,2019-08-27,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,5.9156830000000005,089,10,,
Bronx,Bronx,TOLOZANO,Monroe,88,MONROE,88,1785 STORY AVENUE,,088,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,66665781,66665781,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-05-01,2019-05-01,,,2019-05-01,2019-05-01,CLOSE,2019-05-02,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2.0,FITTINGTIGHTENED;COMPACTORREPAIRED,0,0,,,"EZ-Pack#2, is a new container and is in need of a new conecctions for the oil hoses thank you.",0.213669,088,,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1955 2ND AVENUE,06,062.06,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72574254,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-18,2020-02-18,,,2020-02-21,2020-02-21,CLOSE,2020-02-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,3.038461,062,06,,
Bronx,Bronx,BETHEA,1010 EAST 178TH STREET,180,EAST 180TH STREET-MONTEREY AVENUE,208,2111 LAFONTAINE AVENUE,,208,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,66736137,66736137,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-05-08,2019-05-08,,,2019-05-10,2019-05-10,CLOSE,2019-05-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,BRICKSPOINTED,0,0,,,EXTERIOR COMPACTOR - MAINT (Safety),2.0436,208,,,
Manhattan,Manhattan,MOLINA,Lehman Village,101,LEHMAN,101,70 EAST 108TH STREET,04,101.04,BUILDING,DEV101,MAXIMO,Non-CCC,71383056,71550417,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-12-12,2019-12-12,,,2019-12-12,2019-12-12,CLOSE,2019-12-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,Are compactor rooms clean and in good condition? WO#71549788,0.125926,101,04,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1420 AMSTERDAM AVENUE,03,081.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72174533,72174533,MAINTENANCE,Maintenance,COMPACTOR,FITTINGOILLEAK,3,2020-01-22,2020-01-22,,,2020-01-24,2020-01-24,CLOSE,2020-01-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,2.32647,081,03,,
Manhattan,Manhattan,MOLINA,Carver,58,CARVER,58,65 EAST 99TH STREET,,058,DEVELOPMENT,DEV058,MAXIMO,Non-CCC,65644998,65644998,SKILLED TRADES,Vendor,COMPACTOR,NEEDSPAINTING,3,2019-02-22,2019-02-22,,,2019-02-26,2019-02-26,CLOSE,2019-02-27,CLOSED,Closed,Work Done,PREPHAS,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,N,,all 13 compactor rooms needs painting,4.088403,058,,,
Bronx,Bronx,BETHEA,Eastchester Gardens,34,EASTCHESTER GARDENS,34,1240 BURKE AVENUE,04,034.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73106510,73106510,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2020-03-29,2020-03-29,,,2020-04-01,2020-04-01,CLOSE,2020-04-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3.0,ELECTRICITYRESTORED;DOORSAFETYSWITCHREPAIRED;ELECPHOTOCELLREPLACED,0,0,,,KEEPS RUNNING,3.208854,034,04,,
Bronx,Bronx,TOLOZANO,Webster,141,WEBSTER,141,1270 WEBSTER AVENUE,,141,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,66086208,66086208,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-03-29,2019-03-29,,,2019-04-03,2019-04-03,CLOSE,2019-04-04,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,EXTERIOR COMPACTOR - MAINT,5.002292,141,,,
Bronx,Bronx,BETHEA,Eastchester Gardens,34,MIDDLETOWN PLAZA,191,3033 MIDDLETOWN ROAD,,191,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,74277314,74277314,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2020-06-29,2020-06-29,,,2020-07-02,2020-07-02,CLOSE,2020-07-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,COMPACTOR DOOR NEEDS WELDING-HANGING,2.9889349999999997,191,,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,125 WEST 228TH STREET,10,049.10,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65766352,65766352,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,SAFETYDEVICESOOO,3,2019-03-04,2019-03-04,,,2019-03-05,2019-03-05,CLOSE,2019-03-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,DOORREPAIRED,0,0,,,interior compactor,1.359005,049,10,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66019678,66019678,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-03-26,2019-03-26,,,2019-03-27,2019-03-27,CLOSE,2019-03-28,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,Unit 2,1.2064350000000001,039,03,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,5360 BROADWAY,08,049.08,BUILDING,WOTF,MOBILE,Non-CCC,73562812,73562812,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORCHUTE,3,2020-05-01,2020-05-01,,,2020-05-01,2020-05-01,CLOSE,2020-05-01,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Lock Hooper doors,0.006781999999999999,049,08,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,49 WEST 225TH STREET,03,049.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72899517,72899517,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-03-10,2020-03-10,,,2020-03-12,2020-03-12,CLOSE,2020-03-13,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,MACHINECLEANED;ELECTRICITYRESTORED,0,0,,,No Power,1.965648,049,03,,
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,,096,DEVELOPMENT,DEV096,MAXIMO,Non-CCC,65874050,65874050,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,COMPACTORLEAKING,3,2019-03-13,2019-03-13,,,2019-04-01,2019-04-01,CLOSE,2019-04-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,N,,EXTERIOR COMPACTOR - MAINT,19.038843,096,,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,225 WILLIS AVENUE,08,145.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71702148,71702148,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTMOVING,3,2019-12-24,2019-12-24,,,2020-01-02,2020-01-02,CLOSE,2020-01-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT exterior box #4,8.885405,145,08,,
Manhattan,Mixed Finance,DINGLE,Amsterdam,22,AMSTERDAM,22,229 WEST 62ND STREET,08,022.08,BUILDING,DEV022,MAXIMO,Non-CCC,70915137,70915137,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-11-25,2019-11-25,,,2019-12-13,2019-12-13,CLOSE,2019-12-19,CLOSED,Completed on Arrival,Work Not Done,AWS-SCAT,,,,COMPLETEONARRIVAL,,,0,0,,,Compactor room door unable to self secure.,17.965891,022,08,,
Brooklyn,Brooklyn,TAYLOR,Ingersoll,14,INGERSOLL,14,143 NAVY WALK,24,014.24,BUILDING,DEV014,MAXIMO,Non-CCC,69317177,69642638,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-23,2019-10-23,,,2019-10-23,2019-10-23,CLOSE,2019-10-25,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,0.15316,014,24,,
Brooklyn,Brooklyn,HALL,Gowanus,25,GOWANUS,25,241 HOYT STREET,13,025.13,BUILDING,DEV025,MAXIMO,Non-CCC,68015828,68122972,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-09,2019-08-09,,,2019-08-10,2019-08-10,CLOSE,2019-08-23,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are interior compactors in good working order? compactor nose has hole and door handle dml,0.760313,025,13,,
Queens,Queens-Staten Island,DREW,Pomonok,53,POMONOK,53,70-25 KISSENA BOULEVARD,30,053.30,BUILDING,ESD,MAXIMO,Non-CCC,71487556,71487556,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-12-08,2019-12-08,2019-12-08,2019-12-08,2019-12-08,2019-12-08,CLOSE,2019-12-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,70-29 71ST AVE / 154-01 71ST AVE / 70-25 KISSENA BLVD,0.077431,053,30,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66827200,66856413,SKILLED TRADES,Welder,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-05-17,2019-05-17,,,2019-05-22,2019-05-22,CLOSE,2019-05-23,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXT #3 TOP PLATE BROKEN,5.344144,039,03,,
Manhattan,Mixed Finance,HIPPS,Rutgers,99,RUTGERS,99,45 PIKE STREET,,099,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,74025538,74025538,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-06-15,2020-06-15,2020-06-18,2020-06-18,2020-06-16,2020-06-19,CLOSE,2020-06-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,POWERRESTORED;WIRESECURED,0,0,,,EXTERIORCOMPACTOR - MAINT,3.978079,099,,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1210 LORING AVENUE,13,089.13,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73937609,73937609,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-05,2020-06-05,,,2020-06-06,2020-06-06,CLOSE,2020-06-08,CLOSED,Inspection,Work Done,,,,,INSPECTION,,,0,0,,,COMPACTOR - MAINT,1.024699,089,13,,
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,164-01 FOCH BOULEVARD,01,091.01,BUILDING,DEV091,MAXIMO,Non-CCC,73875825,73891802,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-06-01,2020-06-01,,,2020-06-03,2020-06-03,CLOSE,2020-06-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,Are interior compactors in good working order?,1.962789,091,01,,
Manhattan,Manhattan,ALLEN,Smith,27,SMITH,27,40 MADISON STREET,10,027.10,BUILDING,DEV027,MAXIMO,Non-CCC,73934525,73934525,SKILLED TRADES,Vendor,COMPACTOR,NEEDSPAINTING,3,2020-06-05,2020-06-05,2020-06-05,2020-06-05,2020-06-05,2020-06-05,CLOSE,2020-06-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CHUTESHUTOFFGATEPAINTED,0,0,N,,Generic Vendor Work Plan,0.3125,027,10,,
Manhattan,Manhattan,ALLEN,Wald,23,WALD,23,450 LILLIAN WALD DRIVE,17,023.17,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73743938,73743938,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-05-19,2020-05-19,,,2020-05-20,2020-05-20,CLOSE,2020-05-26,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,COMPACTORREPAIRED;HOSEREPLCED,0,0,,,exterior compactor hose are broken,1.075104,023,17,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,303 EAST 135TH STREET,,145,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,65162673,65162673,MAINTENANCE,Maintenance,COMPACTOR,PHOTOCELLOOO,3,2019-01-16,2019-01-16,,,2019-01-26,2019-01-26,CLOSE,2019-01-28,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Compactor machine running non-stop,10.193831,145,,,
Manhattan,Manhattan,SUGGS,Harlem River,3,HARLEM RIVER,3,210Q WEST 153RD STREET,,003,DEVELOPMENT,DEV003,MAXIMO,Non-CCC,73911461,73911461,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,SIGNSDML,3,2020-06-03,2020-06-02,,,2020-06-02,2020-06-02,CLOSE,2020-06-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,WALLREPAIRED,0,0,N,,MADE REPAIR TO GATES,0.65625,003,,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2215 BRONXWOOD AVENUE,23,039.23,BUILDING,DEV039,MAXIMO,Non-CCC,73821141,73821141,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,MACHOILLEAK,3,2020-05-27,2020-05-27,,,2020-05-29,2020-05-29,CLOSE,2020-06-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,N,,Generic Vendor Work Plan,2.108773,039,23,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1704 SEWARD AVENUE,02,071.02,BUILDING,DEV071,MAXIMO,Non-CCC,71368865,71735007,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-12-26,2019-12-26,,,2020-01-13,2020-01-13,CLOSE,2020-01-13,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,Are interior compactors in good working order? 1710 compactor 000,17.939942000000002,071,02,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,2831 EXTERIOR STREET,05,049.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67823902,67883124,SKILLED TRADES,Welder,EXTERIORCOMPACTOR,NOISY,3,2019-07-25,2019-07-25,,,2019-08-08,2019-08-08,CLOSE,2019-09-11,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,CYLINDERREPLACED,0,0,,,INTERIOR COMPACTOR NEEDS WAREPLATE,13.783588,049,05,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,BXPAINT,MAXIMO,Non-CCC,68820993,68820993,SKILLED TRADES,Painter,EXTERIORCOMPACTOR,NEEDSPAINTING,3,2019-09-06,2019-09-06,,,2019-09-06,2019-09-06,CLOSE,2019-09-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORPAINTED,0,0,,,EXTERIOR COMPACTOR - PAINTER,0.166667,039,03,,
Bronx,Bronx,TOLOZANO,Soundview,71,SOUNDVIEW,71,1704 SEWARD AVENUE,02,071.02,BUILDING,DEV071,MAXIMO,Non-CCC,68589482,68755182,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-05,2019-09-05,,,2019-09-06,2019-09-06,CLOSE,2019-09-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Staff cleans compactor daily,1.047604,071,02,,
Staten Island,Mixed Finance,HIPPS,Stapleton,114,STAPLETON,114,45 WARREN STREET,04,114.04,BUILDING,DEV114,MAXIMO,Non-CCC,69314694,69609211,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-21,2019-10-21,,,2019-10-21,2019-10-21,CLOSE,2019-10-28,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? 45 warren compactor machine has a hydraclic leak,0.062986,114,04,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1905 2ND AVENUE,04,062.04,BUILDING,DEV062,MAXIMO,Non-CCC,73883134,74014757,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-06-13,2020-06-13,,,2020-06-16,2020-06-16,CLOSE,2020-06-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition? COMPACTOR DRAIN IS CLOGGED.,3.015752,062,04,,
Manhattan,Manhattan,MOLINA,Carver,58,CARVER,58,65 EAST 99TH STREET,01,058.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73920322,73920322,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-06-04,2020-06-04,,,2020-06-04,2020-06-04,CLOSE,2020-06-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,POWERRESTORED;COMPACTORREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,0.455822,058,01,,
Brooklyn,NGO1,KORBUL,Unity Plaza,261,LONG ISLAND BAPTIST HOUSES,276,550 SUTTER AVENUE,01,276.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,74179038,74179038,MAINTENANCE,Maintenance,COMPACTOR,RAMSLOW,3,2020-06-23,2020-06-23,,,2020-06-30,2020-06-30,CLOSE,2020-07-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,7.087037,276,01,,
Manhattan,Manhattan,ALLEN,Wald,23,WALD,23,930 EAST 4TH WALK,08,023.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65538104,65538104,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-02-12,2019-02-12,,,2019-02-14,2019-02-14,CLOSE,2019-02-14,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,exterior compactor#2 hose broke,2.227153,023,08,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,225 WILLIS AVENUE,08,145.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72956584,72956584,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-03-13,2020-03-13,,,2020-03-16,2020-03-16,CLOSE,2020-03-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT machine on right side oil leak,2.575012,145,08,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,303 EAST 135TH STREET,01,145.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65383188,65383188,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,LOADERBUCKETNOTMOVING,3,2019-01-31,2019-01-31,,,2019-02-05,2019-02-05,CLOSE,2019-02-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,arm support broken(bottom)right,5.047813,145,01,,
Queens,Queens-Staten Island,CORIOLAN,Astoria,26,ASTORIA,26,2-10 27TH AVENUE,08,026.08,BUILDING,DEV026,MAXIMO,Non-CCC,73938215,73938215,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-06-05,2020-06-05,,,,,APPR,2020-06-05,OPEN,Approved,Open,,,,,,,,0,0,,,Wheels,30.391897999999998,026,08,,
Manhattan,Mixed Finance,WALTON,Drew Hamilton,111,DREW-HAMILTON,111,2698 F DOUGLASS BOULEVARD,03,111.03,BUILDING,ESD,MAXIMO,Non-CCC,74153406,74153406,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-21,2020-06-21,,,2020-06-21,2020-06-21,CLOSE,2020-06-21,CLOSED,Condition not Founded,Work Not Done,NYPD,,,,UNFOUNDED,,,0,0,,,PO.GOMEZ #5418 PSA 6 REQUESTING COMPACTOR SEARCH DUE TO MISSING 12YEAR OLD BOY,0.032488,111,03,,
Brooklyn,NGO1,KORBUL,Langston Hughes Apts,168,HUGHES APARTMENTS,168,305GAR SUTTER AVENUE,04,168.04,BUILDING,DEV168,MAXIMO,Non-CCC,73877815,74405150,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2020-06-30,2020-06-30,,,2020-07-02,2020-07-02,CLOSE,2020-07-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,1.6554509999999998,168,04,,
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,380 EAST 143RD STREET,06,121.06,BUILDING,DEV121,MAXIMO,Non-CCC,73913368,73913368,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-03,2020-06-03,,,,,WTSCH,2020-06-03,OPEN,Waiting on Scheduling,Open,,,,,,,,0,0,,,"compactor runs then shuts off , cant find a problem",32.510324,121,06,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2354 PAULDING AVENUE,12,039.12,BUILDING,DEV039,MAXIMO,Non-CCC,72974260,72974260,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2020-03-16,2020-03-16,,,2020-03-18,2020-03-18,CLOSE,2020-04-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,EMERSTOPSWITCHREPAIRED,0,0,N,,Generic Vendor Work Plan,1.937361,039,12,,
Bronx,Bronx,TOLOZANO,Pelham Parkway,39,PELHAM PARKWAY,39,2460 BRONXWOOD AVENUE,03,039.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,68884178,68884178,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-09-09,2019-09-09,,,2019-09-20,2019-09-20,CLOSE,2019-09-21,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,UNit #2 not working properly. Ram not pushing.,11.196597,039,03,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1210 LORING AVENUE,13,089.13,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73973272,73973272,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-09,2020-06-09,,,2020-06-12,2020-06-12,CLOSE,2020-06-13,CLOSED,No Floor Access,Work Not Done,,,,,NOFLRACCESS,,,0,0,,,COMPACTOR - MAINT,2.836262,089,13,,
Brooklyn,Brooklyn,HALL,Sheepshead Bay,36,SHEEPSHEAD BAY,36,3573 NOSTRAND AVENUE,14,036.14,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73928056,73928056,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-06-04,2020-06-04,,,2020-06-05,2020-06-05,CLOSE,2020-06-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIOR #2 COMPACTOR - MAINT,0.9238190000000001,036,14,,
Bronx,Bronx,BETHEA,Sedgwick,45,SEDGWICK,45,1551 UNIVERSITY AVENUE,04,045.04,BUILDING,DEV045,MOBILE,Non-CCC,73021818,73021818,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-03-20,2020-03-20,,,2020-03-20,2020-03-20,CLOSE,2020-03-20,CLOSED,Closed,Work Done,,VANDALISM,REMEDY,,WORK,1.0,REFLECTORREPAIRED,0,0,,,COMPACTOR - MAINT,0.030612999999999998,045,04,,
